sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	bin.398.fa	1053046	1.0	0.9985868875505964	5372719	5372719	5380322.0	1.0	0.8846153846153846	23	23	26.0
pool	bin.393.fa	1048879	0.998653934367025	0.9985744584717835	9347984	9335401	9348728.0	0.9791666666666666	0.94	48	47	50.0
pool	bin.484.fa	1285_BA	1.0	0.9985701524502957	4386495	4386495	4392776.0	1.0	0.6666666666666666	6	6	9.0
pool	bin.562.fa	1286_M	1.0	0.9984594063599735	3884714	3884714	3890708.0	1.0	0.5833333333333334	7	7	12.0
pool	bin.596.fa	1286_CM	1.0	0.998417313086016	3798269	3798269	3804290.0	1.0	0.8571428571428571	12	12	14.0
pool	bin.340.fa	1048876	0.999263426611492	0.9983857635078516	8988921	8982300	8996823.0	0.9354838709677419	0.90625	31	29	32.0
pool	bin.410.fa	1286_CB	1.0	0.998380825582047	3954864	3954864	3961278.0	1.0	0.7692307692307693	10	10	13.0
pool	bin.542.fa	1048864	0.5146788320708503	0.9983797613085915	15730509	8096160	8109299.0	0.8	0.9230769230769231	45	36	39.0
pool	bin.554.fa	1285_AY	0.9993244003493005	0.9983092351471194	4017172	4014458	4021257.0	0.9285714285714286	0.7647058823529411	14	13	17.0
pool	bin.17.fa	1286_AT	1.0	0.9982360017316081	3544194	3544194	3550457.0	1.0	0.7142857142857143	5	5	7.0
pool	bin.319.fa	1286_BP	1.0	0.9981793352285812	3970426	3970426	3977668.0	1.0	0.5714285714285714	8	8	14.0
pool	bin.406.fa	1048924	1.0	0.998102416417565	5037894	5037894	5047472.0	1.0	0.75	15	15	20.0
pool	bin.543.fa	1285_T	1.0	0.9980817792862687	3727547	3727547	3734711.0	1.0	0.6428571428571429	9	9	14.0
pool	bin.250.fa	1036746	1.0	0.9980450506749458	2402007	2402007	2406712.0	1.0	0.9117647058823529	31	31	34.0
pool	bin.271.fa	1286_AW	1.0	0.9980412056088568	3602293	3602293	3609363.0	1.0	0.6666666666666666	12	12	18.0
pool	bin.551.fa	1139_CM	1.0	0.9980161376025013	3405262	3405262	3412031.0	1.0	0.5	3	3	6.0
pool	bin.474.fa	1048774	0.9982276423174694	0.9980107267308407	3961390	3954369	3962251.0	0.92	0.8846153846153846	25	23	26.0
pool	bin.20.fa	1285_F	0.9990237005202615	0.9980075448042489	3939365	3935519	3943376.0	0.875	0.5	8	7	14.0
pool	bin.28.fa	1286_BE	1.0	0.9980053478698725	3534906	3534906	3541971.0	1.0	0.6	6	6	10.0
pool	bin.502.fa	1139_O	0.9989650107597892	0.9979692421322351	2634810	2632083	2637439.0	0.9	0.9	10	9	10.0
pool	bin.487.fa	1285_L	1.0	0.9978690526337856	5521897	5521897	5533689.0	1.0	0.6052631578947368	23	23	38.0
pool	bin.526.fa	1285_H	1.0	0.9978147910059949	3622840	3622840	3630774.0	1.0	0.6	6	6	10.0
pool	bin.520.fa	1286_AV	1.0	0.9977929409011166	3887988	3887988	3896588.0	1.0	0.625	10	10	16.0
pool	bin.187.fa	1220_Y	0.9887657684156127	0.9977811009944407	3637810	3596942	3604941.0	0.7894736842105263	0.7142857142857143	19	15	21.0
pool	bin.156.fa	1139_BV	1.0	0.997750078382171	3812425	3812425	3821022.0	1.0	0.9032258064516129	28	28	31.0
pool	bin.472.fa	1220_BT	1.0	0.9977247128783857	4057925	4057925	4067179.0	1.0	0.5833333333333334	7	7	12.0
pool	bin.473.fa	1220_AM	1.0	0.99761445878198	3413702	3413702	3421865.0	1.0	0.68	17	17	25.0
pool	bin.299.fa	1036638	1.0	0.9975944546492942	1631454	1631454	1635388.0	1.0	0.8181818181818182	9	9	11.0
pool	bin.310.fa	1220_CE	0.9862396324942933	0.9975649843016293	4218710	4160659	4170815.0	0.9285714285714286	0.5416666666666666	14	13	24.0
pool	bin.237.fa	1030929	0.9994986149537151	0.9975561064506748	5851790	5848856	5863185.0	0.9882352941176471	0.9333333333333333	85	84	90.0
pool	bin.41.fa	1286_V	1.0	0.9975549715057224	6049723	6049723	6064551.0	1.0	0.5	11	11	22.0
pool	bin.130.fa	evo_1036686.006	0.5007769646940737	0.9974499971006687	8484298	4248741	4259603.0	0.4942528735632184	0.9148936170212766	87	43	47.0
pool	bin.39.fa	1030794	1.0	0.9973955261195452	9393113	9393113	9417641.0	1.0	0.6756756756756757	25	25	37.0
pool	bin.7.fa	1285_AJ	1.0	0.9973696662019635	4011344	4011344	4021923.0	1.0	0.5833333333333334	14	14	24.0
pool	bin.177.fa	1021_B	0.500042641242887	0.9973287378272427	7223054	3611835	3621509.0	0.4	0.4444444444444444	10	4	9.0
pool	bin.560.fa	1139_BD	0.4749771274493356	0.9973266467160277	11253664	5345233	5359561.0	0.509090909090909	0.6666666666666666	55	28	42.0
pool	bin.25.fa	1036590	1.0	0.9973000319777016	4179106	4179106	4190420.0	1.0	0.6666666666666666	8	8	12.0
pool	bin.121.fa	1286_AJ	1.0	0.9972366855928801	3277190	3277190	3286271.0	1.0	0.9	54	54	60.0
pool	bin.77.fa	1021_O	1.0	0.997183147080051	6488224	6488224	6506552.0	1.0	0.6111111111111112	22	22	36.0
pool	bin.51.fa	1286_AU	1.0	0.9971116602625956	4519961	4519961	4533054.0	1.0	0.5	11	11	22.0
pool	bin.45.fa	1220_BE	1.0	0.9970621592247868	4805367	4805367	4819526.0	1.0	0.3333333333333333	4	4	12.0
pool	bin.281.fa	1036659	0.99240630526886	0.9969256256186093	5575020	5532685	5549747.0	0.9705882352941176	0.9295774647887324	68	66	71.0
pool	bin.434.fa	1021_AI	0.34259097793095294	0.9969093502588839	14989954	5135423	5151344.0	0.38202247191011235	0.6666666666666666	89	34	51.0
pool	bin.49.fa	1036719	1.0	0.9968866687582401	6596427	6596427	6617028.0	1.0	0.9054054054054054	67	67	74.0
pool	bin.295.fa	1286_AE	1.0	0.9968635621995855	4702022	4702022	4716816.0	1.0	0.75	33	33	44.0
pool	bin.78.fa	1365_F	0.9815546561167132	0.9968529346418333	3748263	3679125	3690740.0	0.7297297297297297	0.9	37	27	30.0
pool	bin.48.fa	1285_BN	0.936723749238585	0.996583334502509	4777290	4475001	4490343.0	0.8181818181818182	0.782608695652174	44	36	46.0
pool	bin.549.fa	1048582	1.0	0.9965610595391247	5527112	5527112	5546185.0	1.0	0.9047619047619048	19	19	21.0
pool	bin.10.fa	1285_I	0.9694923249855065	0.9964665116356171	3472241	3366311	3378248.0	0.8947368421052632	0.7083333333333334	19	17	24.0
pool	bin.171.fa	1139_F	1.0	0.9963010544805333	4147410	4147410	4162808.0	1.0	0.6086956521739131	14	14	23.0
pool	bin.564.fa	1287_AV	0.9919650460991595	0.9962925456137038	3862001	3830970	3845226.0	0.9411764705882353	0.6956521739130435	17	16	23.0
pool	bin.413.fa	1287_BG	0.4991203772686764	0.9962862838718793	9550117	4766658	4784426.0	0.26229508196721313	0.5925925925925926	61	16	27.0
pool	bin.308.fa	1139_BT	0.491117927023938	0.9962698083808037	10588294	5200101	5219571.0	0.45714285714285713	0.48484848484848486	35	16	33.0
pool	bin.264.fa	1021_AC	0.5004796500859328	0.9962471376048938	10932970	5471729	5492341.0	0.4888888888888889	0.6285714285714286	45	22	35.0
pool	bin.404.fa	1220_L	0.9939296011063958	0.995990220732048	10759260	10693947	10737000.0	0.9117647058823529	0.6992481203007519	102	93	133.0
pool	bin.483.fa	1048867	1.0	0.9958756687714226	7065465	7065465	7094726.0	1.0	0.8532110091743119	93	93	109.0
pool	bin.189.fa	1139_BU	1.0	0.9957491011131281	3698250	3698250	3714038.0	1.0	0.864406779661017	51	51	59.0
pool	bin.113.fa	1048960	1.0	0.99567635701413	3891150	3891150	3908047.0	1.0	0.8367346938775511	41	41	49.0
pool	bin.521.fa	1285_BL	0.9843661044133223	0.9956104513148725	4544037	4472996	4492717.0	0.9487179487179487	0.6491228070175439	39	37	57.0
pool	bin.249.fa	1139_CK	0.5238324211907529	0.9955767406575771	12486352	6540756	6569816.0	0.6086956521739131	0.691358024691358	92	56	81.0
pool	bin.95.fa	1021_T	1.0	0.9955029094747364	3449989	3449989	3465574.0	1.0	0.5714285714285714	8	8	14.0
pool	bin.446.fa	1048999	1.0	0.9953882390073779	7896825	7896825	7933412.0	1.0	0.8181818181818182	9	9	11.0
pool	bin.37.fa	1286_AN	1.0	0.995297538587637	3516641	3516641	3533256.0	1.0	0.5263157894736842	10	10	19.0
pool	bin.506.fa	1049211	1.0	0.9951471830374411	3529799	3529799	3547012.0	1.0	0.7777777777777778	14	14	18.0
pool	bin.493.fa	1030725	1.0	0.9950551492047764	3358337	3358337	3375026.0	1.0	0.8888888888888888	16	16	18.0
pool	bin.320.fa	1049071	0.989197411411033	0.9950281047284913	4999635	4945626	4970338.0	0.9375	0.7692307692307693	32	30	39.0
pool	bin.175.fa	1285_BW	1.0	0.9949612394903183	5645227	5645227	5673816.0	1.0	0.6666666666666666	40	40	60.0
pool	bin.586.fa	1048903	0.9993044265195951	0.9947458041037718	5343792	5340075	5368281.0	0.9666666666666667	0.8529411764705882	30	29	34.0
pool	bin.74.fa	1030791	0.9980763375649048	0.9947184703340415	4253345	4245163	4267703.0	0.9230769230769231	0.7058823529411765	13	12	17.0
pool	bin.220.fa	1139_AQ	1.0	0.9946679738164215	4378980	4378980	4402454.0	1.0	0.5555555555555556	10	10	18.0
pool	bin.96.fa	1030947	0.9991114565722521	0.9944290735662641	9311869	9303595	9355715.0	0.9878048780487805	0.8709677419354839	82	81	93.0
pool	bin.127.fa	1285_CP	0.48821619649128717	0.9944068824512413	13296386	6491511	6528023.0	0.5	0.704225352112676	100	50	71.0
pool	bin.384.fa	1049059	1.0	0.9943482146815057	4284375	4284375	4308727.0	1.0	0.7906976744186046	34	34	43.0
pool	bin.488.fa	1030758	1.0	0.9942965875203064	2961754	2961754	2978743.0	1.0	0.75	6	6	8.0
pool	bin.229.fa	1220_AS	1.0	0.9941133914399061	2591588	2591588	2606934.0	1.0	0.25	3	3	12.0
pool	bin.165.fa	1285_CO	0.520277499270728	0.9940986768435439	9098114	4733544	4761644.0	0.7183098591549296	0.7727272727272727	71	51	66.0
pool	bin.205.fa	1220_H	0.2562494902249225	0.9940664890611601	26261582	6729517	6769685.0	0.3403361344537815	0.675	238	81	120.0
pool	bin.577.fa	1048777	1.0	0.9940488761426994	6952017	6952017	6993637.0	1.0	0.7647058823529411	13	13	17.0
pool	bin.593.fa	1285_E	1.0	0.9940396758430323	4132712	4132712	4157492.0	1.0	0.3888888888888889	7	7	18.0
pool	bin.381.fa	1139_AZ	0.502100430860515	0.9939968300710591	15017157	7540121	7585659.0	0.5189873417721519	0.6612903225806451	79	41	62.0
pool	bin.81.fa	1048855	1.0	0.9938535973403438	4708934	4708934	4738056.0	1.0	0.7241379310344828	21	21	29.0
pool	bin.383.fa	1036686	0.505071394633801	0.993810737622183	9035483	4563564	4591985.0	0.5	0.88	88	44	50.0
pool	bin.504.fa	1139_BI	1.0	0.9937597218143099	4774293	4774293	4804273.0	1.0	0.5714285714285714	8	8	14.0
pool	bin.234.fa	1220_AF	0.9851985968485398	0.9936565368363692	4564297	4496739	4525446.0	0.967741935483871	0.6122448979591837	31	30	49.0
pool	bin.321.fa	1139_AR	1.0	0.9936310047517759	4576104	4576104	4605436.0	1.0	0.6271186440677966	37	37	59.0
pool	bin.179.fa	1287_D	1.0	0.9935401145787978	4346892	4346892	4375155.0	1.0	0.5306122448979592	26	26	49.0
pool	bin.137.fa	1286_CO	1.0	0.993499168391534	4437011	4437011	4466044.0	1.0	0.8088235294117647	55	55	68.0
pool	bin.274.fa	1286_E	1.0	0.9934030836295462	5709919	5709919	5747837.0	1.0	0.5657894736842105	43	43	76.0
pool	bin.571.fa	1287_P	0.5568710296257963	0.993140027082976	6695685	3728633	3754388.0	0.6	0.375	5	3	8.0
pool	bin.46.fa	evo_1048963.008	0.999126785221268	0.993055378286662	5139629	5135141	5171052.0	0.96875	0.8857142857142857	32	31	35.0
pool	bin.8.fa	1220_N	1.0	0.9930014281910651	3647471	3647471	3673178.0	1.0	0.38461538461538464	5	5	13.0
pool	bin.292.fa	1287_Y	1.0	0.9929855905022257	4003987	4003987	4032271.0	1.0	0.625	20	20	32.0
pool	bin.93.fa	1048873	1.0	0.9925546609362365	8701955	8701955	8767230.0	1.0	0.7702702702702703	57	57	74.0
pool	bin.311.fa	1035984	1.0	0.9923699653173702	2758854	2758854	2780066.0	1.0	0.8604651162790697	74	74	86.0
pool	bin.592.fa	1030893	1.0	0.9923153702849135	2902969	2902969	2925450.0	1.0	0.7777777777777778	7	7	9.0
pool	bin.70.fa	1139_AO	1.0	0.9922830609444899	5328822	5328822	5370264.0	1.0	0.54	27	27	50.0
pool	bin.481.fa	1030731	1.0	0.992203876417681	3039308	3039308	3063189.0	1.0	0.7619047619047619	16	16	21.0
pool	bin.221.fa	1036770	1.0	0.9921495259168621	2293054	2293054	2311198.0	1.0	0.875	77	77	88.0
pool	bin.476.fa	1287_AG	0.9951239363132308	0.9919920274712808	3853108	3834320	3865273.0	0.9090909090909091	0.4166666666666667	11	10	24.0
pool	bin.261.fa	1220_I	0.9994589237973369	0.9917608138668033	6679281	6675667	6731126.0	0.9841269841269841	0.6526315789473685	63	62	95.0
pool	bin.155.fa	1036647	1.0	0.9917500425661501	3966660	3966660	3999657.0	1.0	0.8225806451612904	51	51	62.0
pool	bin.54.fa	1021_BF	1.0	0.9916586184997602	6021129	6021129	6071776.0	1.0	0.45098039215686275	23	23	51.0
pool	bin.394.fa	1049062	1.0	0.9914509012665621	3300082	3300082	3328538.0	1.0	0.8163265306122449	40	40	49.0
pool	bin.547.fa	1049077	0.9720191633461117	0.991429699193648	4286934	4166982	4203003.0	0.6129032258064516	0.7037037037037037	31	19	27.0
pool	bin.136.fa	1048930	1.0	0.9913928324952052	4369899	4369899	4407838.0	1.0	0.7619047619047619	16	16	21.0
pool	bin.552.fa	1021_G	0.9938414828936851	0.9913392843859972	6235592	6197190	6251331.0	0.9615384615384616	0.5747126436781609	52	50	87.0
pool	bin.452.fa	1048894	1.0	0.9911693274776732	5230798	5230798	5277401.0	1.0	0.7555555555555555	34	34	45.0
pool	bin.426.fa	1036758	0.996907062365673	0.9910737348605962	4006547	3994155	4030129.0	0.9841269841269841	0.7560975609756098	63	62	82.0
pool	bin.561.fa	1049023	0.9876595774053428	0.9909966963561604	5939829	5866529	5919827.0	0.8877551020408163	0.8446601941747572	98	87	103.0
pool	bin.535.fa	1036797	1.0	0.9909114250442252	4345648	4345648	4385506.0	1.0	0.7222222222222222	13	13	18.0
pool	bin.32.fa	1030845	0.979510582377612	0.9907842717110504	6703314	6565967	6627040.0	0.883495145631068	0.7777777777777778	103	91	117.0
pool	bin.290.fa	evo_1036569.002	1.0	0.9906955170529975	3099170	3099170	3128277.0	1.0	0.5217391304347826	12	12	23.0
pool	bin.337.fa	1049080	1.0	0.9906839895696029	6054055	6054055	6110985.0	1.0	0.6551724137931034	19	19	29.0
pool	bin.206.fa	1036677	1.0	0.9905078588070982	3165884	3165884	3196223.0	1.0	0.6923076923076923	27	27	39.0
pool	bin.447.fa	1220_AL	0.9790935294060139	0.9903646989398374	4705194	4606825	4651645.0	0.9459459459459459	0.7	37	35	50.0
pool	bin.580.fa	1287_BR	0.87110296216428	0.9902562899855037	6533905	5691704	5747708.0	0.7678571428571429	0.5375	56	43	80.0
pool	bin.152.fa	1036710	0.9942180228174291	0.9902379596482251	4960068	4931389	4980004.0	0.9545454545454546	0.6666666666666666	44	42	63.0
pool	bin.352.fa	1035975	1.0	0.9901585610255147	6222297	6222297	6284142.0	1.0	0.6615384615384615	43	43	65.0
pool	bin.164.fa	1139_BG	1.0	0.9901132462205002	5707789	5707789	5764784.0	1.0	0.5	29	29	58.0
pool	bin.374.fa	1139_BO	1.0	0.9899531513832431	4966394	4966394	5016797.0	1.0	0.6545454545454545	36	36	55.0
pool	bin.186.fa	1285_BT	1.0	0.9899143346221159	5164195	5164195	5216810.0	1.0	0.47368421052631576	18	18	38.0
pool	bin.389.fa	1139_CL	1.0	0.9899011253724506	4939863	4939863	4990259.0	1.0	0.3541666666666667	17	17	48.0
pool	bin.480.fa	1286_AQ	0.5068341003154757	0.989900964580024	5804568	2941953	2971967.0	0.17857142857142858	0.5555555555555556	84	15	27.0
pool	bin.89.fa	1021_U	1.0	0.9897591250188713	5756156	5756156	5815714.0	1.0	0.43333333333333335	26	26	60.0
pool	bin.75.fa	1048981	1.0	0.9895722491173966	4249056	4249056	4293831.0	1.0	0.631578947368421	24	24	38.0
pool	bin.359.fa	1048657	0.998289021657363	0.9895643105536976	3792567	3786078	3826005.0	0.9846153846153847	0.9014084507042254	130	128	142.0
pool	bin.496.fa	1220_D	0.5101864065423232	0.9895567248847412	15817256	8069749	8154913.0	0.6868327402135231	0.7366412213740458	281	193	262.0
pool	bin.530.fa	1048918	0.7076086222153378	0.9894989233573667	7889063	5582369	5641612.0	0.8823529411764706	0.7228915662650602	68	60	83.0
pool	bin.376.fa	1036725	0.9240927784290945	0.9892846955541883	2270614	2098258	2120985.0	0.9272727272727272	0.9272727272727272	55	51	55.0
pool	bin.196.fa	1285_CM	0.9949494663572529	0.9889999459427474	5829087	5799647	5864153.0	0.9375	0.6081081081081081	48	45	74.0
pool	bin.258.fa	1286_AD	1.0	0.9888294618376181	4275397	4275397	4323695.0	1.0	0.5416666666666666	13	13	24.0
pool	bin.373.fa	1048984	0.9964210901820565	0.9887749912284038	6026975	6005405	6073581.0	0.9838709677419355	0.6777777777777778	62	61	90.0
pool	bin.368.fa	1287_BU	0.4850182992839195	0.9884677168179299	8054960	3906803	3952383.0	0.07643312101910828	0.6666666666666666	157	12	18.0
pool	bin.161.fa	1036764	1.0	0.9884145192347085	2412621	2412621	2440900.0	1.0	0.7692307692307693	40	40	52.0
pool	bin.489.fa	1285_G	1.0	0.9884046695028927	4763898	4763898	4819785.0	1.0	0.6229508196721312	38	38	61.0
pool	bin.578.fa	1048891	1.0	0.988372777833697	3692110	3692110	3735544.0	1.0	0.8275862068965517	48	48	58.0
pool	bin.304.fa	evo_1036569.006	1.0	0.988291259239098	3093659	3093659	3130311.0	1.0	0.4782608695652174	11	11	23.0
pool	bin.584.fa	1285_U	1.0	0.9882754630276671	4949833	4949833	5008556.0	1.0	0.53125	17	17	32.0
pool	bin.154.fa	1286_BL	1.0	0.9881860750932709	3293389	3293389	3332762.0	1.0	0.4	8	8	20.0
pool	bin.468.fa	1048990	1.0	0.9881582776476078	3235998	3235998	3274777.0	1.0	0.5	11	11	22.0
pool	bin.116.fa	1220_BU	1.0	0.9875478541204916	8969196	8969196	9082290.0	1.0	0.41798941798941797	79	79	189.0
pool	bin.306.fa	1049065	0.9950082852200709	0.9875379977916312	3740999	3722325	3769298.0	0.9444444444444444	0.53125	18	17	32.0
pool	bin.382.fa	1287_CK	0.9950113514407726	0.9872133140552921	3608793	3590790	3637299.0	0.975	0.8297872340425532	40	39	47.0
pool	bin.50.fa	1220_CK	0.4210318229808592	0.9870069055687927	9416654	3964711	4016903.0	0.6812227074235808	0.8863636363636364	229	156	176.0
pool	bin.178.fa	1036008	1.0	0.9867872653079841	3461704	3461704	3508055.0	1.0	0.8076923076923077	42	42	52.0
pool	bin.31.fa	1035912	1.0	0.9867721594638404	941130	941130	953746.0	1.0	0.84	21	21	25.0
pool	bin.409.fa	1139_AH	0.8062367212844419	0.986585445355647	6888844	5554039	5629557.0	0.8269230769230769	0.48863636363636365	52	43	88.0
pool	bin.82.fa	1053043	0.9985661333619312	0.9862156790766297	4783569	4776710	4843474.0	0.9649122807017544	0.873015873015873	57	55	63.0
pool	bin.396.fa	1021_BD	0.9880289795692715	0.9861216592106505	6204233	6129962	6216233.0	0.9090909090909091	0.4672897196261682	55	50	107.0
pool	bin.455.fa	1286_BX	0.9856126512896912	0.9859727775379459	4585904	4519925	4584229.0	0.9166666666666666	0.6875	24	22	32.0
pool	bin.388.fa	1139_BS	1.0	0.9858788868868461	3868362	3868362	3923770.0	1.0	0.6538461538461539	17	17	26.0
pool	bin.243.fa	1049008	0.9989651743707599	0.9858375980992709	5111006	5105717	5179065.0	0.9772727272727273	0.7678571428571429	44	43	56.0
pool	bin.448.fa	1220_BA	0.999358508978746	0.9854622167499938	6343035	6338966	6432480.0	0.9583333333333334	0.5	24	23	46.0
pool	bin.531.fa	1286_AY	1.0	0.9852101465108953	3471851	3471851	3523970.0	1.0	0.5454545454545454	12	12	22.0
pool	bin.323.fa	1036548	0.9698271376529899	0.9850182516836102	6159641	5973787	6064646.0	0.8636363636363636	0.7378640776699029	88	76	103.0
pool	bin.349.fa	1049002	0.9984605113220727	0.9849958774186623	4852910	4845439	4919248.0	0.984375	0.7325581395348837	64	63	86.0
pool	bin.407.fa	1048900	1.0	0.984993781618298	5110787	5110787	5188649.0	1.0	0.5666666666666667	17	17	30.0
pool	bin.224.fa	1139_CH	1.0	0.9849766947793761	3793424	3793424	3851283.0	1.0	0.47058823529411764	16	16	34.0
pool	bin.132.fa	1048954	0.9835639655158004	0.9849306316153684	4546778	4472047	4540469.0	0.9855072463768116	0.7906976744186046	69	68	86.0
pool	bin.588.fa	1036587	0.999354843844227	0.9848816750842901	3895181	3892668	3952422.0	0.9761904761904762	0.7884615384615384	42	41	52.0
pool	bin.400.fa	1139_R	0.5009258015537144	0.9847002847370201	12939058	6481508	6582214.0	0.38028169014084506	0.40298507462686567	71	27	67.0
pool	bin.207.fa	1286_AM	0.8557921677709572	0.9846640974665943	8865420	7586957	7705122.0	0.6881720430107527	0.6336633663366337	93	64	101.0
pool	bin.162.fa	1048906	1.0	0.984543098627754	4412287	4412287	4481558.0	1.0	0.7916666666666666	76	76	96.0
pool	bin.312.fa	1035909	0.999083066848146	0.9845358481390051	2796278	2793714	2837595.0	0.9777777777777777	0.8148148148148148	45	44	54.0
pool	bin.332.fa	evo_1048969.002	0.9979535766244989	0.984082686183342	3617531	3610128	3668521.0	0.971830985915493	0.8023255813953488	71	69	86.0
pool	bin.124.fa	1036668	1.0	0.9839747150027656	3419259	3419259	3474946.0	1.0	0.6764705882352942	23	23	34.0
pool	bin.392.fa	1035915	1.0	0.9839547481847887	1254193	1254193	1274645.0	1.0	0.6923076923076923	27	27	39.0
pool	bin.441.fa	1286_CF	1.0	0.9839255336031693	3980394	3980394	4045422.0	1.0	0.5416666666666666	13	13	24.0
pool	bin.298.fa	1021_A	1.0	0.9837810656530004	2868074	2868074	2915358.0	1.0	0.6136363636363636	27	27	44.0
pool	bin.139.fa	1286_CH	1.0	0.9836709552674733	6269718	6269718	6373796.0	1.0	0.5444444444444444	49	49	90.0
pool	bin.429.fa	1021_BA	0.4574973928067517	0.9836559155327524	9519816	4355291	4427657.0	0.4492753623188406	0.543859649122807	69	31	57.0
pool	bin.331.fa	1220_AZ	1.0	0.9836446538865662	6540031	6540031	6648774.0	1.0	0.3978494623655914	37	37	93.0
pool	bin.408.fa	evo_1220_W.003	0.5030952436981622	0.9836101468524318	9348860	4703367	4781739.0	0.475	0.59375	40	19	32.0
pool	bin.210.fa	1030764	1.0	0.9835107548097608	4638220	4638220	4715983.0	1.0	0.71875	23	23	32.0
pool	bin.370.fa	1049026	1.0	0.9834966288570796	3274196	3274196	3329138.0	1.0	0.6060606060606061	20	20	33.0
pool	bin.286.fa	1285_AR	0.970365555315512	0.9834163035671408	5744329	5574099	5668097.0	0.9	0.5294117647058824	80	72	136.0
pool	bin.380.fa	1030872	1.0	0.9834019329767725	4669511	4669511	4748324.0	1.0	0.7037037037037037	19	19	27.0
pool	bin.399.fa	1049038	1.0	0.9833854519076617	3226468	3226468	3280980.0	1.0	0.5555555555555556	20	20	36.0
pool	bin.278.fa	1286_BG	0.9993145963444483	0.9833534121973051	5084595	5081110	5167125.0	0.9705882352941176	0.5409836065573771	34	33	61.0
pool	bin.313.fa	1030917	1.0	0.9832307669563791	2926374	2926374	2976284.0	1.0	0.8392857142857143	47	47	56.0
pool	bin.430.fa	1285_AN	1.0	0.9832173584702106	4228751	4228751	4300932.0	1.0	0.48148148148148145	13	13	27.0
pool	bin.184.fa	1049047	1.0	0.9831362639728504	3123477	3123477	3177054.0	1.0	0.42857142857142855	12	12	28.0
pool	bin.541.fa	1286_CC	0.99769110959794	0.9826569989162325	4344078	4334048	4410540.0	0.975609756097561	0.8	82	80	100.0
pool	bin.497.fa	1285_AZ	1.0	0.9825465064333473	4128290	4128290	4201623.0	1.0	0.8	8	8	10.0
pool	bin.288.fa	1220_CD	0.998015911214107	0.9825411883074872	6129262	6117101	6225796.0	0.9523809523809523	0.5555555555555556	42	40	72.0
pool	bin.451.fa	1049041	0.9989201099680195	0.9825294675640568	4901425	4896132	4983191.0	0.975	0.7090909090909091	40	39	55.0
pool	bin.235.fa	1030935	1.0	0.9824484128344426	6276522	6276522	6388653.0	1.0	0.6947368421052632	66	66	95.0
pool	bin.133.fa	1220_T	0.5019112233710995	0.9824252434408719	11374390	5708934	5811062.0	0.42857142857142855	0.5142857142857142	42	18	35.0
